Stock_Ticker,Trade_Type,Quantity,Price,Date,Profit_Loss,Holding_Period
VEA,Buy,2,46.01211929,2022-01-06,0.0,0.0
IJH,Buy,2,53.41048813,2022-01-06,0.0,0.0
IJR,Buy,1,108.6568222,2022-01-06,0.0,0.0
IVW,Buy,1,78.70913696,2022-01-06,0.0,0.0
VEU,Buy,2,55.25121689,2022-01-06,0.0,0.0
SCHX,Buy,7,17.38378334,2022-01-06,0.0,0.0
SCHF,Buy,7,17.0344696,2022-01-06,0.0,0.0
SCHB,Buy,7,16.89033699,2022-01-06,0.0,0.0
SPLG,Buy,2,52.40360641,2022-01-06,0.0,0.0
SPYG,Buy,1,67.82833099,2022-01-06,0.0,0.0
SDY,Buy,1,119.6954956,2022-01-06,0.0,0.0
SPYV,Buy,3,39.56808472,2022-01-06,0.0,0.0
VEA,Sell,2,46.20222473,2022-01-07,0.3,1.0
IJH,Sell,2,53.00280762,2022-01-07,-0.82,1.0
IJR,Sell,1,107.4414902,2022-01-07,-1.22,1.0
EFA,Sell,5,72.18140411,2022-01-07,-0.78,2.0
EFV,Sell,9,45.65988541,2022-01-07,4.11,2.0
VOE,Sell,2,140.7629547,2022-01-07,1.62,2.0
VEA,Buy,3,45.77676392,2022-01-10,0.0,0.0
IVW,Sell,5,78.00697327,2022-01-10,-3.51,2.0
VEU,Buy,2,55.13359833,2022-01-10,0.0,0.0
SCHX,Buy,7,17.28897667,2022-01-10,0.0,0.0
BIL,Buy,1,81.11834717,2022-01-10,0.0,0.0
BSV,Buy,1,74.21372223,2022-01-10,0.0,0.0
SCHB,Buy,8,16.78842163,2022-01-10,0.0,0.0
SPLG,Buy,2,52.11791992,2022-01-10,0.0,0.0
SPYG,Buy,2,67.25583649,2022-01-10,0.0,0.0
SDY,Sell,1,119.4749908,2022-01-10,-0.22,2.0
DVY,Buy,1,112.3499908,2022-01-10,0.0,0.0
EFV,Buy,3,45.55459213,2022-01-10,0.0,0.0
EEM,Buy,3,45.41410828,2022-01-10,0.0,0.0
VEA,Sell,3,46.3198967,2022-01-11,1.3,1.0
XLE,Buy,1,56.17984009,2022-01-11,0.0,0.0
VEU,Sell,4,55.98403931,2022-01-11,2.72,1.0
SCHX,Buy,3,17.46304703,2022-01-11,0.0,0.0
SCHF,Buy,3,17.15743065,2022-01-11,0.0,0.0
XLF,Buy,1,39.02812958,2022-01-11,0.0,0.0
BSV,Sell,1,74.23220062,2022-01-11,0.01,1.0
SCHB,Buy,3,16.95574188,2022-01-11,0.0,0.0
SPLG,Buy,1,52.60358047,2022-01-11,0.0,0.0
VGSH,Buy,1,55.22337723,2022-01-11,0.0,0.0
EFV,Buy,1,46.0459404,2022-01-11,0.0,0.0
EEM,Buy,1,46.46376801,2022-01-11,0.0,0.0
VEA,Buy,1,46.81776428,2022-01-12,0.0,0.0
RSP,Sell,6,153.730072,2022-01-12,4.27,5.0
XLE,Buy,1,56.28646088,2022-01-12,0.0,0.0
SCHX,Buy,3,17.49723816,2022-01-12,0.0,0.0
SCHF,Buy,3,17.33308983,2022-01-12,0.0,0.0
XLF,Buy,1,39.05642319,2022-01-12,0.0,0.0
SCHB,Buy,3,16.98008156,2022-01-12,0.0,0.0
SPLG,Buy,1,52.76546478,2022-01-12,0.0,0.0
VGSH,Sell,10,55.20518112,2022-01-12,-0.18,1.0
EFV,Sell,4,46.56361008,2022-01-12,1.66,1.0
EEM,Buy,1,47.23475647,2022-01-12,0.0,0.0
VEA,Buy,3,46.48283386,2022-01-13,0.0,0.0
VIG,Buy,1,157.5919342,2022-01-13,0.0,0.0
IJR,Buy,1,107.2610931,2022-01-13,0.0,0.0
XLK,Buy,1,159.9916534,2022-01-13,0.0,0.0
RSP,Buy,1,153.0210114,2022-01-13,0.0,0.0
XLE,Buy,3,56.00214386,2022-01-13,0.0,0.0
IVW,Buy,2,77.256073,2022-01-13,0.0,0.0
SCHX,Buy,10,17.23613358,2022-01-13,0.0,0.0
SCHF,Buy,10,17.20573616,2022-01-13,0.0,0.0
XLF,Sell,2,38.90554428,2022-01-13,-0.3,1.0
VT,Buy,1,99.24907684,2022-01-13,0.0,0.0
SCHB,Buy,10,16.73518181,2022-01-13,0.0,0.0
SPLG,Buy,3,52.03221512,2022-01-13,0.0,0.0
EFV,Buy,2,46.66012192,2022-01-13,0.0,0.0
VEA,Sell,4,46.37421417,2022-01-14,-0.43,1.0
XLK,Sell,1,161.344635,2022-01-14,1.08,1.0
RSP,Sell,1,152.7562866,2022-01-14,-0.26,1.0
DVY,Sell,1,113.4156799,2022-01-14,0.85,4.0
EFV,Sell,2,46.7917366,2022-01-14,0.21,1.0
VEA,Buy,1,45.69529724,2022-01-18,0.0,0.0
VEU,Buy,1,55.27835464,2022-01-18,0.0,0.0
SCHX,Buy,4,16.92373657,2022-01-18,0.0,0.0
SCHF,Buy,4,16.93785667,2022-01-18,0.0,0.0
XLF,Buy,1,37.64201736,2022-01-18,0.0,0.0
SPLG,Buy,1,51.10850525,2022-01-18,0.0,0.0
SPYG,Buy,1,65.15983582,2022-01-18,0.0,0.0
EFV,Buy,1,46.32670975,2022-01-18,0.0,0.0
EEM,Buy,1,45.72064972,2022-01-18,0.0,0.0
IJR,Sell,1,103.1119385,2022-01-19,-4.15,3.0
SCHX,Buy,1,16.74811172,2022-01-19,0.0,0.0
SCHF,Buy,1,16.92468262,2022-01-19,0.0,0.0
SCHB,Buy,1,16.24234581,2022-01-19,0.0,0.0
SPYV,Sell,3,38.86769104,2022-01-19,-2.1,8.0
SCHX,Buy,2,16.56471634,2022-01-20,0.0,0.0
SCHF,Buy,2,16.81928635,2022-01-20,0.0,0.0
XLF,Sell,1,36.77451324,2022-01-20,-0.87,2.0
SCHB,Buy,2,16.05220985,2022-01-20,0.0,0.0
SCHX,Buy,2,16.23056221,2022-01-21,0.0,0.0
SCHF,Buy,1,16.59532547,2022-01-21,0.0,0.0
SCHX,Buy,1,16.31138229,2022-01-24,0.0,0.0
VT,Sell,4,94.4329834,2022-01-24,-19.26,6.0
SCHB,Buy,1,15.83468914,2022-01-24,0.0,0.0
SPLG,Sell,27,49.24205399,2022-01-24,-50.39,4.0
VEA,Buy,4,44.03875732,2022-01-25,0.0,0.0
VTV,Buy,1,132.2899475,2022-01-25,0.0,0.0
VWO,Buy,4,43.97079086,2022-01-25,0.0,0.0
VIG,Buy,1,149.2437134,2022-01-25,0.0,0.0
XLK,Buy,1,147.5033875,2022-01-25,0.0,0.0
GLD,Buy,1,172.5800018,2022-01-25,0.0,0.0
IWM,Buy,1,190.4548645,2022-01-25,0.0,0.0
VYM,Buy,1,99.81400299,2022-01-25,0.0,0.0
EFA,Buy,2,68.83669281,2022-01-25,0.0,0.0
RSP,Buy,1,144.4368744,2022-01-25,0.0,0.0
IVW,Buy,2,70.86844635,2022-01-25,0.0,0.0
VEU,Buy,3,53.55034256,2022-01-25,0.0,0.0
SCHX,Buy,6,16.07980537,2022-01-25,0.0,0.0
VCSH,Sell,12,73.01286316,2022-01-25,-5.22,13.0
XLF,Buy,5,36.27475739,2022-01-25,0.0,0.0
VV,Sell,1,190.8721313,2022-01-25,-15.68,13.0
IEF,Buy,1,103.0041504,2022-01-25,0.0,0.0
IVE,Buy,1,142.1426392,2022-01-25,0.0,0.0
SCHB,Buy,12,15.61108685,2022-01-25,0.0,0.0
SDY,Buy,1,115.0925369,2022-01-25,0.0,0.0
XLY,Buy,1,174.4874725,2022-01-25,0.0,0.0
ACWI,Buy,1,93.2179718,2022-01-25,0.0,0.0
SPDW,Buy,2,31.62671471,2022-01-25,0.0,0.0
EFV,Sell,1,44.96674347,2022-01-25,-1.36,5.0
VXF,Sell,2,153.0053406,2022-01-25,-32.06,13.0
VWO,Sell,4,43.51304626,2022-01-26,-1.83,1.0
GLD,Sell,1,169.7899933,2022-01-26,-2.79,1.0
IWM,Sell,1,187.7059021,2022-01-26,-2.75,1.0
VYM,Sell,1,99.36096954,2022-01-26,-0.45,1.0
SCHX,Sell,213,16.03628922,2022-01-26,-9.27,1.0
XLF,Sell,5,36.36904907,2022-01-26,0.38,1.0
IEF,Sell,1,102.2725754,2022-01-26,-0.73,1.0
SCHB,Buy,2,15.54872322,2022-01-26,0.0,0.0
VTI,Buy,2,206.4337769,2022-01-27,0.0,0.0
VEA,Buy,10,43.54087448,2022-01-27,0.0,0.0
VTV,Sell,1,131.4049225,2022-01-27,-0.89,2.0
VIG,Buy,3,148.2201538,2022-01-27,0.0,0.0
XLK,Buy,3,147.3476715,2022-01-27,0.0,0.0
RSP,Buy,3,142.470459,2022-01-27,0.0,0.0
XLE,Buy,7,58.5610199,2022-01-27,0.0,0.0
IVW,Buy,6,70.38085175,2022-01-27,0.0,0.0
VEU,Buy,8,52.90799332,2022-01-27,0.0,0.0
SCHX,Buy,29,15.94769955,2022-01-27,0.0,0.0
SCHF,Buy,28,16.1517868,2022-01-27,0.0,0.0
XLF,Buy,11,36.03902817,2022-01-27,0.0,0.0
SDY,Sell,1,113.7143936,2022-01-27,-1.38,2.0
DVY,Buy,1,108.2559738,2022-01-27,0.0,0.0
SCHX,Sell,29,16.35024071,2022-01-28,9.34,1.0
XLF,Sell,11,36.51049042,2022-01-28,4.15,1.0
VEA,Sell,15,44.43704987,2022-01-31,10.75,2.0
BND,Buy,1,75.19889069,2022-01-31,0.0,0.0
IJH,Buy,1,50.01387024,2022-01-31,0.0,0.0
VIG,Sell,7,152.7276001,2022-01-31,25.24,2.0
EFA,Buy,1,69.47814941,2022-01-31,0.0,0.0
XLE,Buy,1,58.56990814,2022-01-31,0.0,0.0
IVW,Buy,1,74.74000549,2022-01-31,0.0,0.0
VEU,Buy,1,54.11127472,2022-01-31,0.0,0.0
SCHX,Buy,5,16.68128204,2022-01-31,0.0,0.0
SCHF,Buy,5,16.48553658,2022-01-31,0.0,0.0
XLF,Buy,2,36.83108521,2022-01-31,0.0,0.0
BSV,Buy,1,73.88124084,2022-01-31,0.0,0.0
SCHB,Buy,5,16.14651489,2022-01-31,0.0,0.0
SPLG,Buy,1,50.38478088,2022-01-31,0.0,0.0
VGSH,Buy,1,55.00478745,2022-01-31,0.0,0.0
SPYV,Buy,2,38.52215958,2022-01-31,0.0,0.0
DVY,Sell,1,110.1830902,2022-01-31,1.54,2.0
ACWI,Sell,4,95.69152832,2022-01-31,7.92,4.0
HYG,Buy,1,70.76493073,2022-01-31,0.0,0.0
EEM,Buy,1,45.36766052,2022-01-31,0.0,0.0
VTI,Sell,2,217.6625977,2022-02-01,17.97,3.0
VEA,Buy,4,44.88059998,2022-02-01,0.0,0.0
BND,Sell,1,75.16893768,2022-02-01,-0.03,1.0
IJH,Buy,4,50.5263176,2022-02-01,0.0,0.0
IJR,Buy,1,101.5453186,2022-02-01,0.0,0.0
XLK,Sell,4,158.0643921,2022-02-01,34.29,3.0
RSP,Buy,1,148.2846069,2022-02-01,0.0,0.0
XLE,Buy,3,60.65788269,2022-02-01,0.0,0.0
IVW,Buy,2,75.14961243,2022-02-01,0.0,0.0
VEU,Buy,3,54.60886002,2022-02-01,0.0,0.0
SCHX,Buy,12,16.80872536,2022-02-01,0.0,0.0
XLF,Sell,2,37.34026718,2022-02-01,0.81,1.0
BSV,Sell,1,73.87568665,2022-02-01,-0.01,1.0
SCHB,Buy,12,16.28949547,2022-02-01,0.0,0.0
SPLG,Buy,3,50.76568985,2022-02-01,0.0,0.0
VGSH,Buy,3,54.99295425,2022-02-01,0.0,0.0
SPYG,Buy,3,64.86872864,2022-02-01,0.0,0.0
DVY,Buy,1,110.8580322,2022-02-01,0.0,0.0
XLY,Buy,1,180.8740082,2022-02-01,0.0,0.0
ACWI,Buy,2,96.43075562,2022-02-01,0.0,0.0
HYG,Sell,1,71.04582977,2022-02-01,0.22,1.0
EFV,Buy,4,45.59846878,2022-02-01,0.0,0.0
VXF,Buy,1,159.7383575,2022-02-01,0.0,0.0
EEM,Buy,4,45.64633179,2022-02-01,0.0,0.0
BIV,Buy,2,77.70613098,2022-02-01,0.0,0.0
IJR,Sell,1,101.0800705,2022-02-02,-0.47,1.0
EFA,Sell,3,70.6602478,2022-02-02,2.84,2.0
VEA,Sell,4,44.51851654,2022-02-03,-1.45,2.0
SCHX,Sell,17,16.52741623,2022-02-03,-4.78,2.0
XLF,Buy,1,37.17996979,2022-02-03,0.0,0.0
SCHB,Buy,2,15.99592495,2022-02-03,0.0,0.0
SPYV,Sell,2,38.72761154,2022-02-03,0.33,3.0
EFV,Buy,1,45.75640106,2022-02-03,0.0,0.0
BIV,Sell,2,77.45199585,2022-02-03,-0.51,2.0
VEA,Buy,2,44.63619232,2022-02-04,0.0,0.0
IJH,Sell,5,49.81193924,2022-02-04,-3.57,3.0
EFA,Buy,1,69.70722961,2022-02-04,0.0,0.0
IVW,Sell,13,74.21340942,2022-02-04,-12.17,3.0
SCHX,Buy,6,16.63154602,2022-02-04,0.0,0.0
SCHF,Sell,85,16.53823471,2022-02-04,3.58,4.0
XLF,Buy,2,37.81173706,2022-02-04,0.0,0.0
BSV,Buy,1,73.59840393,2022-02-04,0.0,0.0
VT,Buy,1,95.73286438,2022-02-04,0.0,0.0
IEF,Buy,1,101.7849884,2022-02-04,0.0,0.0
SPLG,Buy,2,50.270504,2022-02-04,0.0,0.0
DVY,Sell,1,111.0356369,2022-02-04,0.14,3.0
ACWI,Buy,1,95.61571503,2022-02-04,0.0,0.0
EFV,Sell,5,45.71252823,2022-02-04,-0.22,1.0
EMB,Buy,1,89.18596649,2022-02-04,0.0,0.0
VEA,Sell,2,44.717659,2022-02-07,0.13,1.0
VUG,Buy,1,279.9547119,2022-02-07,0.0,0.0
IJH,Buy,6,49.84051514,2022-02-07,0.0,0.0
IJR,Buy,3,99.76981354,2022-02-07,0.0,0.0
XLK,Buy,2,154.3169708,2022-02-07,0.0,0.0
VO,Buy,1,222.044281,2022-02-07,0.0,0.0
VB,Buy,1,197.1474915,2022-02-07,0.0,0.0
RSP,Buy,2,147.3202972,2022-02-07,0.0,0.0
XLE,Buy,4,61.99951172,2022-02-07,0.0,0.0
IVW,Buy,4,73.6282959,2022-02-07,0.0,0.0
SCHX,Sell,6,16.5833683,2022-02-07,-0.29,1.0
XLF,Sell,3,37.92489624,2022-02-07,0.27,1.0
BSV,Sell,1,73.63537598,2022-02-07,0.03,1.0
VT,Buy,3,95.62064362,2022-02-07,0.0,0.0
IWR,Buy,4,73.28206635,2022-02-07,0.0,0.0
MBB,Buy,3,95.0056076,2022-02-07,0.0,0.0
IEF,Sell,1,101.8124771,2022-02-07,0.02,1.0
SCHB,Buy,15,16.0613308,2022-02-07,0.0,0.0
EEM,Sell,19,45.10757065,2022-02-07,-10.24,4.0
VHT,Buy,1,235.2194214,2022-02-07,0.0,0.0
VEA,Buy,1,44.93491745,2022-02-08,0.0,0.0
IJH,Buy,1,50.76634216,2022-02-08,0.0,0.0
VB,Sell,1,200.2761688,2022-02-08,2.5,1.0
IWR,Sell,4,74.08348846,2022-02-08,2.56,1.0
MBB,Sell,3,94.77062988,2022-02-08,-0.7,1.0
IVE,Sell,1,145.8867188,2022-02-08,3.0,10.0
IAU,Buy,1,34.72999954,2022-02-08,0.0,0.0
SCHB,Buy,3,16.21040154,2022-02-08,0.0,0.0
SPLG,Buy,1,50.49905396,2022-02-08,0.0,0.0
VGSH,Buy,1,54.77428436,2022-02-08,0.0,0.0
SPYV,Buy,1,38.93305206,2022-02-08,0.0,0.0
EFV,Buy,1,46.39690399,2022-02-08,0.0,0.0
EEM,Buy,1,45.54415512,2022-02-08,0.0,0.0
VEA,Buy,2,45.65003586,2022-02-09,0.0,0.0
IJR,Sell,3,102.6846695,2022-02-09,7.0,2.0
XLK,Sell,2,159.6898956,2022-02-09,8.6,2.0
EFA,Sell,1,71.32002258,2022-02-09,1.29,3.0
RSP,Sell,7,151.1869354,2022-02-09,21.65,2.0
IVW,Buy,1,75.68598175,2022-02-09,0.0,0.0
VEU,Buy,2,55.49549103,2022-02-09,0.0,0.0
SCHX,Buy,6,16.98901176,2022-02-09,0.0,0.0
VCSH,Buy,1,72.48568726,2022-02-09,0.0,0.0
SCHF,Buy,6,16.92029381,2022-02-09,0.0,0.0
VT,Buy,1,97.92115021,2022-02-09,0.0,0.0
SCHB,Buy,6,16.46746826,2022-02-09,0.0,0.0
SPLG,Buy,2,51.23230362,2022-02-09,0.0,0.0
SPYG,Buy,1,65.23748779,2022-02-09,0.0,0.0
SPYV,Buy,2,39.35329819,2022-02-09,0.0,0.0
TIP,Buy,1,110.7877884,2022-02-09,0.0,0.0
ACWI,Buy,1,97.68173981,2022-02-09,0.0,0.0
EFV,Buy,2,46.8092804,2022-02-09,0.0,0.0
EEM,Buy,2,46.25940704,2022-02-09,0.0,0.0
VEA,Buy,3,45.11595917,2022-02-10,0.0,0.0
IJH,Buy,2,50.94350815,2022-02-10,0.0,0.0
IJR,Buy,1,101.2984543,2022-02-10,0.0,0.0
VYM,Buy,1,101.6442871,2022-02-10,0.0,0.0
EFA,Buy,2,70.41281891,2022-02-10,0.0,0.0
XLV,Buy,1,125.4382172,2022-02-10,0.0,0.0
XLE,Buy,2,60.79115677,2022-02-10,0.0,0.0
IVW,Buy,1,73.99887085,2022-02-10,0.0,0.0
SCHX,Buy,8,16.69215965,2022-02-10,0.0,0.0
VCSH,Sell,1,72.05905151,2022-02-10,-0.43,1.0
SCHF,Sell,6,16.7182827,2022-02-10,-1.21,1.0
VT,Buy,1,96.50904846,2022-02-10,0.0,0.0
SCHB,Buy,9,16.19214821,2022-02-10,0.0,0.0
SPLG,Buy,2,50.31812286,2022-02-10,0.0,0.0
SDY,Buy,1,114.752594,2022-02-10,0.0,0.0
TIP,Sell,1,109.902832,2022-02-10,-0.88,1.0
ACWI,Sell,4,96.26965332,2022-02-10,-5.65,1.0
EFV,Buy,3,46.52851105,2022-02-10,0.0,0.0
EEM,Sell,3,45.95287323,2022-02-10,-0.92,1.0
EMB,Buy,1,87.99794769,2022-02-10,0.0,0.0
VEA,Buy,1,44.49135971,2022-02-11,0.0,0.0
IJR,Sell,1,101.0136261,2022-02-11,-0.28,1.0
VYM,Sell,1,100.9284897,2022-02-11,-0.72,1.0
XLV,Sell,1,123.7002258,2022-02-11,-1.74,1.0
VEU,Buy,1,54.14745712,2022-02-11,0.0,0.0
SCHX,Buy,3,16.35334778,2022-02-11,0.0,0.0
IAU,Buy,1,35.40999985,2022-02-11,0.0,0.0
SCHB,Buy,3,15.87575817,2022-02-11,0.0,0.0
SPLG,Buy,1,49.33728409,2022-02-11,0.0,0.0
SDY,Sell,1,114.4769745,2022-02-11,-0.28,1.0
EFV,Buy,1,46.09858704,2022-02-11,0.0,0.0
VHT,Sell,1,232.8316803,2022-02-11,-2.39,4.0
VEA,Buy,2,44.22885132,2022-02-14,0.0,0.0
VO,Sell,1,219.9162903,2022-02-14,-2.13,5.0
EFA,Sell,2,68.90083313,2022-02-14,-3.02,2.0
XLE,Buy,1,61.08436584,2022-02-14,0.0,0.0
IVW,Buy,1,71.86315918,2022-02-14,0.0,0.0
VEU,Buy,1,53.79461288,2022-02-14,0.0,0.0
SCHX,Buy,5,16.29894829,2022-02-14,0.0,0.0
XLF,Buy,2,37.3968544,2022-02-14,0.0,0.0
BSV,Buy,1,73.15466309,2022-02-14,0.0,0.0
SCHB,Buy,5,15.81795979,2022-02-14,0.0,0.0
SPLG,Buy,1,49.17539597,2022-02-14,0.0,0.0
SPYG,Buy,1,61.98676682,2022-02-14,0.0,0.0
EFV,Buy,1,45.71252823,2022-02-14,0.0,0.0
BIV,Buy,1,76.33556366,2022-02-14,0.0,0.0
SCHX,Buy,2,16.58025932,2022-02-15,0.0,0.0
XLF,Buy,1,37.90603256,2022-02-15,0.0,0.0
BSV,Sell,1,73.16394806,2022-02-15,0.01,1.0
SPLG,Sell,13,49.93722153,2022-02-15,7.92,1.0
EMB,Sell,2,88.15179443,2022-02-15,0.25,3.0
VEA,Buy,2,45.15216446,2022-02-16,0.0,0.0
XLE,Buy,2,60.93331528,2022-02-16,0.0,0.0
IVW,Buy,1,73.4039917,2022-02-16,0.0,0.0
VEU,Buy,2,55.0159874,2022-02-16,0.0,0.0
SCHX,Buy,7,16.58958626,2022-02-16,0.0,0.0
VCSH,Buy,1,72.15892029,2022-02-16,0.0,0.0
SCHF,Buy,7,16.73584938,2022-02-16,0.0,0.0
XLF,Buy,3,37.93432617,2022-02-16,0.0,0.0
BSV,Buy,1,73.25637817,2022-02-16,0.0,0.0
MBB,Buy,1,93.86682892,2022-02-16,0.0,0.0
SCHB,Buy,7,16.11305046,2022-02-16,0.0,0.0
SPLG,Buy,2,50.0229187,2022-02-16,0.0,0.0
SPYV,Buy,1,38.6809082,2022-02-16,0.0,0.0
XLF,Sell,6,36.99138641,2022-02-17,-5.66,1.0
IJH,Sell,9,50.04053497,2022-02-18,-8.13,6.0
SCHX,Sell,31,16.09690285,2022-02-18,-15.27,2.0
BIL,Sell,1,81.11834717,2022-02-18,0.0,28.0
BSV,Sell,1,73.3765564,2022-02-18,0.1,2.0
VT,Sell,6,93.77837372,2022-02-18,-16.38,6.0
MBB,Sell,1,94.06567383,2022-02-18,0.16,2.0
SCHB,Buy,1,15.62629986,2022-02-18,0.0,0.0
SPYV,Sell,4,37.99918747,2022-02-18,-2.73,2.0
SPDW,Sell,2,31.75450325,2022-02-18,0.2,18.0
EFV,Sell,8,45.79149246,2022-02-18,0.51,4.0
VXF,Sell,1,154.522934,2022-02-18,-5.22,13.0
VEA,Buy,6,43.76718521,2022-02-22,0.0,0.0
VUG,Buy,1,265.2615051,2022-02-22,0.0,0.0
VIG,Buy,1,147.1120605,2022-02-22,0.0,0.0
GLD,Buy,1,177.4900055,2022-02-22,0.0,0.0
VYM,Buy,2,98.93510437,2022-02-22,0.0,0.0
RSP,Buy,1,143.7183533,2022-02-22,0.0,0.0
XLE,Buy,4,59.48506165,2022-02-22,0.0,0.0
IVW,Buy,3,69.70795441,2022-02-22,0.0,0.0
VEU,Buy,5,53.26082993,2022-02-22,0.0,0.0
SCHX,Buy,16,15.91816807,2022-02-22,0.0,0.0
VCSH,Buy,3,72.05905151,2022-02-22,0.0,0.0
SCHF,Buy,16,16.22644234,2022-02-22,0.0,0.0
XLF,Buy,1,36.79336929,2022-02-22,0.0,0.0
VYM,Sell,2,97.82968903,2022-02-23,-2.21,1.0
XLF,Sell,1,36.15217972,2022-02-23,-0.64,1.0
RSP,Sell,1,142.8486328,2022-02-24,-0.87,2.0
SCHX,Buy,1,15.89485359,2022-02-24,0.0,0.0
SCHF,Buy,1,15.86634159,2022-02-24,0.0,0.0
SCHB,Buy,1,15.43007755,2022-02-24,0.0,0.0
SCHX,Buy,2,16.24144363,2022-02-25,0.0,0.0
SCHF,Buy,2,16.27474976,2022-02-25,0.0,0.0
SCHX,Buy,1,16.21191216,2022-02-28,0.0,0.0
SCHF,Buy,1,16.02443504,2022-02-28,0.0,0.0
SCHB,Buy,1,15.75254917,2022-02-28,0.0,0.0
SCHX,Buy,1,15.97100925,2022-03-01,0.0,0.0
SCHF,Buy,1,15.70385647,2022-03-01,0.0,0.0
SCHB,Buy,1,15.51221752,2022-03-01,0.0,0.0
XLY,Sell,2,169.8604126,2022-03-01,-22.03,19.0
VEA,Buy,1,42.92534256,2022-03-02,0.0,0.0
SCHX,Buy,3,16.25543213,2022-03-02,0.0,0.0
SCHF,Buy,3,15.89708233,2022-03-02,0.0,0.0
XLF,Buy,1,35.88815689,2022-03-02,0.0,0.0
SPLG,Buy,1,49.03255081,2022-03-02,0.0,0.0
SPYV,Buy,1,38.14860153,2022-03-02,0.0,0.0
VMBS,Buy,1,46.22684097,2022-03-02,0.0,0.0
EFV,Buy,1,43.39619064,2022-03-02,0.0,0.0
SCHF,Buy,1,15.24275398,2022-03-04,0.0,0.0
VGSH,Sell,5,54.78158188,2022-03-04,0.03,17.0
EFV,Sell,1,41.3167572,2022-03-04,-2.08,2.0
VEA,Buy,1,39.9471817,2022-03-07,0.0,0.0
SCHX,Buy,2,15.50319576,2022-03-07,0.0,0.0
SCHF,Buy,3,14.78604126,2022-03-07,0.0,0.0
